sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_mid,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_mid,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_mid,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_mid,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_mid,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_low,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_high,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_low,sepal_wid_mid,petal_len_low,petal_wid_low,Iris-setosa
sepal_len_high,sepal_wid_mid,petal_len_mid,petal_wid_mid,Iris-versicolor
sepal_len_mid,sepal_wid_mid,petal_len_mid,petal_wid_mid,Iris-versicolor
sepal_len_high,sepal_wid_mid,petal_len_mid,petal_wid_mid,Iris-versicolor
sepal_len_mid,sepal_wid_low,petal_len_mid,petal_wid_mid,Iris-versicolor
sepal_len_mid,sepal_wid_low,petal_len_mid,petal_wid_mid,Iris-versicolor
